station,date_time,longitude,latitude,depth(m),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[μg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L]
삼척연안H2_항만,2016-02-01,129.3444444,37.22777778,5.0,300.2,34.0,9.06,0.37,5.6,9.86,8.22,237.4,2.8,12.6,83.8,,102.7,1.57,16.1,15.8
삼척연안H2_항만,2016-08-01,129.3444444,37.22777778,5.0,140.6,33.38,19.66,1.02,7.35,8.4,8.06,138.6,0.3,0.8,3.6,,15.2,0.92,11.3,12.5
서귀포연안1_연안,2016-02-01,126.6611111,33.2625,18.0,255.9,34.5,14.97,0.3,2.1,8.42,8.3,195.0,2.0,6.5,52.5,,61.6,1.0,7.0,9.9
서귀포연안1_연안,2016-05-01,126.6611111,33.2625,33.5,158.9,34.28,16.18,0.06,3.2,8.76,7.88,232.9,4.3,1.8,30.1,,40.2,0.73,5.8,11.7
서귀포연안1_연안,2016-08-01,126.6611111,33.2625,30.0,150.2,33.61,17.6,0.21,5.5,6.71,8.09,241.1,3.9,10.7,65.1,,80.3,0.47,11.3,13.3
서귀포연안1_연안,2016-11-01,126.6611111,33.2625,30.0,130.7,34.17,22.33,1.55,1.5,7.38,8.24,134.4,1.6,3.2,23.7,,33.6,0.62,8.4,9.0
서귀포연안2_연안,2016-02-01,126.4125,33.22944444,18.0,218.6,34.52,14.57,0.15,2.1,8.42,8.23,361.7,2.9,7.8,63.4,,70.4,1.18,4.2,8.4
서귀포연안2_연안,2016-05-01,126.4125,33.22944444,25.0,197.5,34.33,15.83,0.09,7.6,8.24,8.31,166.8,3.9,3.6,44.3,,67.4,0.73,19.2,12.3
서귀포연안2_연안,2016-08-01,126.4125,33.22944444,25.0,218.8,31.3,24.66,0.21,6.5,7.44,8.17,238.7,5.7,8.4,57.7,,76.7,0.75,13.4,17.9
서귀포연안2_연안,2016-11-01,126.4125,33.22944444,25.0,120.8,34.23,22.53,1.29,1.4,8.6,8.29,110.3,1.9,2.6,14.3,,23.3,0.6,7.1,9.3
서귀포연안3_연안,2016-02-01,126.5669444,33.22944444,48.0,187.4,34.53,15.06,0.34,7.4,8.29,8.24,177.2,2.0,6.3,47.4,,52.6,1.23,3.2,7.2
서귀포연안3_연안,2016-05-01,126.5669444,33.22944444,49.0,163.9,34.34,16.07,0.1,8.7,8.37,7.94,229.2,3.6,3.7,46.8,,70.8,0.96,20.3,7.6
서귀포연안3_연안,2016-08-01,126.5669444,33.22944444,47.0,179.8,33.89,15.42,0.25,6.1,6.8,8.12,260.0,4.7,12.3,66.3,,83.2,0.39,12.2,13.9
서귀포연안3_연안,2016-11-01,126.5669444,33.22944444,51.0,113.2,34.31,21.2,0.81,1.7,7.21,8.2,128.5,1.7,2.5,27.0,,36.0,0.75,7.4,7.4
서귀포연안H1_항만,2016-02-01,126.5652778,33.23638889,4.0,267.8,33.82,14.89,0.69,4.1,8.12,8.24,392.7,2.2,8.9,98.5,,109.4,1.12,8.6,9.4
서귀포연안H1_항만,2016-08-01,126.5652778,33.23638889,4.0,365.0,28.08,29.66,9.8,6.0,8.45,8.39,1064.3,1.6,3.9,182.0,,204.0,1.81,20.4,18.6
서귀포연안H2_항만,2016-02-01,126.56,33.24027778,3.0,403.6,34.2,15.13,1.04,9.1,7.98,8.24,503.7,2.3,9.9,121.5,,140.8,1.0,17.0,17.9
서귀포연안H2_항만,2016-08-01,126.56,33.24027778,3.0,525.6,,30.16,10.58,6.1,8.37,8.36,1531.0,1.7,4.1,250.5,,284.8,2.03,32.6,27.5
섬진강하구1_하구역,2016-02-01,127.77,35.0425,5.0,1302.0,,5.6,12.78,14.0,,8.51,1072.0,10.2,1.2,,,999.3,2.55,25.7,23.0
섬진강하구1_하구역,2016-05-01,127.77,35.0425,6.0,698.5,,18.6,0.33,22.2,6.18,7.93,1685.9,8.9,36.2,459.3,,475.7,2.15,7.4,46.6
섬진강하구1_하구역,2016-08-01,127.77,35.0425,5.5,500.7,,29.51,3.77,3.7,4.64,7.5,1855.2,13.0,56.0,134.0,,364.5,1.98,217.5,76.9
섬진강하구1_하구역,2016-11-01,127.77,35.0425,4.8,1163.2,,14.61,0.97,22.6,7.49,8.04,570.6,52.3,24.2,105.5,,249.1,3.55,91.4,79.6
섬진강하구10_하구역,2016-02-01,127.77639,34.92667,5.0,368.4,31.93,7.09,1.57,18.8,11.53,8.4,234.3,3.2,10.0,57.8,,74.0,1.88,13.0,19.5
섬진강하구10_하구역,2016-05-01,127.77639,34.92667,5.0,177.2,30.65,18.59,0.57,11.1,7.93,8.17,436.4,4.8,8.8,85.6,,166.4,1.03,75.9,14.0
섬진강하구10_하구역,2016-08-01,127.77639,34.92667,7.0,206.7,31.47,27.67,10.07,7.3,6.02,7.98,181.6,1.0,7.6,1.6,,19.7,1.88,17.1,39.9
섬진강하구10_하구역,2016-11-01,127.77639,34.92667,7.5,327.9,31.43,17.63,0.11,19.6,7.66,8.25,525.9,54.2,23.8,91.0,,157.3,0.78,12.2,47.0
섬진강하구2_하구역,2016-02-01,127.77778,35.02583,6.0,1048.7,,5.8,9.54,11.4,13.46,8.5,811.8,8.7,1.1,,,758.2,1.61,23.8,24.3
섬진강하구2_하구역,2016-05-01,127.77778,35.02583,5.0,975.5,,19.03,0.96,4.8,7.8,8.02,1560.4,10.2,34.1,,,917.2,1.86,1.0,39.6
섬진강하구2_하구역,2016-08-01,127.77778,35.02583,6.6,464.1,,28.56,5.03,5.3,4.78,7.66,1586.4,12.3,50.3,119.5,,352.7,1.94,220.9,77.7
섬진강하구2_하구역,2016-11-01,127.77778,35.02583,5.0,923.3,,15.3,0.79,41.6,7.17,8.11,1832.3,26.2,35.7,,,764.6,2.43,105.0,86.9
섬진강하구3_하구역,2016-02-01,127.78639,35.01667,2.0,894.5,,5.94,9.24,4.6,13.09,8.48,711.7,7.7,2.1,606.9,,625.6,2.29,10.9,21.0
섬진강하구3_하구역,2016-05-01,127.78639,35.01667,6.0,1072.3,,18.56,1.36,13.5,6.7,7.86,1673.2,8.8,32.9,458.9,,1017.6,1.74,550.0,39.7
섬진강하구3_하구역,2016-08-01,127.78639,35.01667,8.7,395.6,27.98,28.01,4.33,7.7,4.61,7.71,1295.7,11.9,44.9,87.6,,305.8,1.85,206.3,71.7
섬진강하구3_하구역,2016-11-01,127.78639,35.01667,4.0,698.5,,15.91,0.21,18.8,7.55,8.16,1412.2,34.8,36.4,439.5,,530.2,1.55,55.9,59.4
섬진강하구4_하구역,2016-02-01,127.77778,34.99,9.0,571.6,27.99,6.33,3.82,8.5,12.01,8.42,466.5,5.5,6.1,322.0,,341.8,1.86,14.3,18.6
섬진강하구4_하구역,2016-05-01,127.77778,34.99,7.5,862.7,,18.64,1.42,9.0,6.93,7.94,1373.5,7.9,25.9,372.5,,721.4,1.37,341.0,26.4
섬진강하구4_하구역,2016-08-01,127.77778,34.99,5.5,348.9,,28.8,5.03,4.3,4.3,7.78,1116.4,11.5,34.3,78.6,,224.0,1.66,134.0,56.3
섬진강하구4_하구역,2016-11-01,127.77778,34.99,8.5,558.4,28.36,16.55,0.56,19.5,7.38,8.19,1052.4,40.8,33.4,290.7,,356.7,1.52,25.3,56.7
섬진강하구5_하구역,2016-02-01,127.77306,34.98361,6.0,505.5,28.2,6.38,3.3,8.7,11.7,8.41,439.6,5.1,7.1,284.1,,325.3,1.83,36.1,18.7
섬진강하구5_하구역,2016-05-01,127.77306,34.98361,8.0,589.4,,18.73,1.9,13.7,6.89,7.96,1156.9,7.5,25.2,292.4,,554.7,1.49,254.8,29.4
섬진강하구5_하구역,2016-08-01,127.77306,34.98361,7.5,333.2,29.74,27.55,5.07,5.3,5.22,7.81,1004.8,9.9,30.7,69.6,,211.7,1.71,132.2,55.3
섬진강하구5_하구역,2016-11-01,127.77306,34.98361,7.5,425.7,30.53,17.14,0.5,26.5,7.06,8.23,673.2,47.9,28.4,141.9,,237.3,1.3,47.5,60.8
섬진강하구6_하구역,2016-02-01,127.7625,34.97222,6.0,469.5,28.88,6.57,3.22,8.2,10.64,8.41,391.3,4.7,8.6,233.1,,253.2,2.02,15.4,19.6
섬진강하구6_하구역,2016-05-01,127.7625,34.97222,8.0,532.6,27.32,18.69,1.28,21.9,6.95,8.0,908.5,6.5,21.6,238.6,,479.4,1.34,234.2,26.2
섬진강하구6_하구역,2016-08-01,127.7625,34.97222,5.5,351.1,,28.9,6.43,5.9,5.57,7.8,1126.8,9.8,28.1,83.6,,187.7,2.05,94.2,52.4
섬진강하구6_하구역,2016-11-01,127.7625,34.97222,8.0,386.2,31.06,17.37,0.6,28.9,7.22,8.24,597.9,51.9,25.9,111.9,,248.4,1.14,84.6,67.1
섬진강하구7_하구역,2016-02-01,127.75056,34.95778,4.0,419.3,29.95,6.81,3.06,9.6,11.91,8.41,330.3,4.2,8.5,167.9,,183.5,1.71,11.4,20.9
섬진강하구7_하구역,2016-05-01,127.75056,34.95778,5.0,382.5,27.0,18.7,2.61,17.1,7.17,8.05,910.2,6.4,20.0,224.2,,367.5,1.33,136.9,25.6
섬진강하구7_하구역,2016-08-01,127.75056,34.95778,6.4,312.9,28.65,27.85,8.23,7.6,5.71,7.86,941.1,8.8,24.7,60.0,,152.5,2.01,83.7,51.4
섬진강하구7_하구역,2016-11-01,127.75056,34.95778,8.0,351.3,31.14,17.5,0.59,29.0,7.17,8.24,574.5,52.2,25.1,107.2,,180.9,0.9,21.5,50.3
섬진강하구8_하구역,2016-02-01,127.77222,34.95278,4.0,355.3,30.38,6.9,3.18,12.0,11.85,8.4,308.4,3.9,9.1,142.1,,157.5,1.95,11.4,19.9
섬진강하구8_하구역,2016-05-01,127.77222,34.95278,5.5,366.8,28.45,18.67,2.26,17.0,7.16,8.07,838.2,6.5,17.2,207.5,,352.9,1.07,138.8,17.5
섬진강하구8_하구역,2016-08-01,127.77222,34.95278,5.3,283.0,30.85,27.2,5.7,6.4,5.35,7.87,654.8,7.3,24.6,31.1,,156.0,1.56,117.6,50.7
섬진강하구8_하구역,2016-11-01,127.77222,34.95278,7.0,344.4,31.28,17.58,0.41,37.5,7.22,8.25,560.7,52.9,24.7,102.5,,170.4,0.97,15.0,46.9
섬진강하구9_하구역,2016-02-01,127.77111,34.94083,3.0,274.0,30.22,6.87,2.9,10.2,11.74,8.42,318.1,4.1,8.9,153.2,,164.9,2.19,7.5,23.2
섬진강하구9_하구역,2016-05-01,127.77111,34.94083,5.0,418.4,28.21,18.79,2.14,9.1,7.38,8.13,785.0,5.9,16.9,185.8,,288.7,1.26,97.0,30.3
섬진강하구9_하구역,2016-08-01,127.77111,34.94083,4.0,271.5,30.85,27.72,11.37,6.3,6.7,7.9,447.3,3.3,9.7,15.8,,42.1,2.12,22.9,47.4
섬진강하구9_하구역,2016-11-01,127.77111,34.94083,6.0,334.8,31.34,17.61,0.41,13.8,7.44,8.25,572.4,52.2,25.1,105.1,,166.5,0.84,9.2,43.3
성산연안1_연안,2016-02-01,126.9386111,33.48,14.0,269.4,34.44,14.25,0.2,2.1,8.7,8.27,247.0,2.6,9.3,71.7,,85.2,0.9,10.9,9.8
성산연안1_연안,2016-05-01,126.9386111,33.48,15.0,104.6,34.23,16.2,1.9,4.6,9.48,8.18,220.8,1.9,1.0,13.0,,46.5,0.7,31.6,11.5
성산연안1_연안,2016-08-01,126.9386111,33.48,19.0,213.4,31.73,21.23,0.73,6.3,6.96,8.23,259.1,2.0,5.7,60.3,,75.2,1.0,12.9,17.5
성산연안1_연안,2016-11-01,126.9386111,33.48,15.0,150.8,34.1,20.4,1.33,2.6,7.3,8.23,165.0,2.6,5.0,36.8,,46.9,0.69,7.5,12.1
성산연안2_연안,2016-02-01,126.9386111,33.41138889,44.0,224.0,34.5,14.66,0.23,1.3,8.41,8.26,221.6,2.7,9.2,62.8,,69.5,0.95,4.0,10.9
성산연안2_연안,2016-05-01,126.9386111,33.41138889,46.0,112.3,34.31,15.95,1.22,3.8,9.23,8.22,202.8,3.2,1.5,23.4,,49.8,0.68,23.2,13.6
성산연안2_연안,2016-08-01,126.9386111,33.41138889,47.0,218.4,33.87,16.39,0.19,5.3,6.5,8.13,293.4,3.0,13.1,92.8,,104.9,0.55,9.1,16.9
성산연안2_연안,2016-11-01,126.9386111,33.41138889,46.0,166.8,34.12,17.73,1.48,2.2,7.02,8.21,207.4,3.0,7.1,53.3,,61.3,0.66,5.0,13.3
성산연안H1_항만,2016-02-01,126.9275,33.47083333,3.0,319.6,33.74,11.66,0.3,4.9,9.3,8.37,464.0,2.8,11.5,112.4,,129.3,1.06,14.1,14.3
성산연안H1_항만,2016-08-01,126.9275,33.47083333,3.0,242.7,28.6,27.78,6.04,8.1,7.92,8.36,258.8,1.8,4.3,13.1,,55.0,2.15,40.1,28.4
속초연안1_연안,2016-02-01,128.605,38.19972222,14.0,242.8,33.78,4.71,1.5,15.5,11.08,8.21,175.2,2.1,6.0,53.2,,65.0,1.17,9.8,16.3
속초연안1_연안,2016-05-01,128.605,38.19972222,12.0,142.0,33.95,10.83,1.0,3.8,9.4,7.94,59.9,1.7,3.7,2.3,,9.0,0.89,5.0,13.5
속초연안1_연안,2016-08-01,128.605,38.19972222,16.0,123.2,33.11,14.65,2.38,5.1,8.91,8.0,77.5,0.2,0.4,17.3,,32.7,1.01,15.2,12.1
속초연안1_연안,2016-11-01,128.605,38.19972222,31.0,176.9,33.53,12.71,3.4,13.7,8.84,8.26,26.3,1.4,3.9,11.0,,19.6,0.99,7.2,13.0
속초연안2_연안,2016-02-01,128.6116667,38.21361111,19.0,213.1,33.8,4.75,1.02,9.8,11.28,8.25,174.0,1.8,5.9,55.0,,65.4,0.88,8.6,16.2
속초연안2_연안,2016-05-01,128.6116667,38.21361111,21.0,154.3,33.94,11.47,0.85,3.8,9.88,7.96,66.6,1.6,3.0,1.8,,5.2,0.84,1.9,13.6
속초연안2_연안,2016-08-01,128.6116667,38.21361111,20.0,119.2,33.22,12.82,0.85,4.5,9.28,7.97,60.3,0.9,1.5,2.6,,19.0,0.78,15.5,11.0
속초연안2_연안,2016-11-01,128.6116667,38.21361111,23.0,165.6,33.1,11.75,2.46,9.7,8.69,8.28,25.5,1.0,3.6,5.5,,12.6,0.94,6.0,13.1
속초연안3_연안,2016-02-01,128.6136111,38.22083333,22.0,212.0,33.83,4.86,1.14,3.7,11.21,8.23,179.6,2.1,6.3,57.8,,65.9,1.24,6.1,16.5
속초연안3_연안,2016-05-01,128.6136111,38.22083333,28.0,193.6,33.97,7.92,1.08,6.2,9.37,7.92,135.4,2.3,4.7,32.6,,39.8,0.66,4.8,20.7
속초연안3_연안,2016-08-01,128.6136111,38.22083333,24.0,123.4,33.29,11.55,0.69,2.9,9.18,7.97,93.4,1.0,1.5,1.8,,15.8,0.65,13.0,9.0
속초연안3_연안,2016-11-01,128.6136111,38.22083333,28.0,160.4,33.15,11.94,1.59,9.4,8.61,8.28,55.0,1.0,3.6,7.3,,15.7,0.74,7.4,11.0
속초연안4_연안,2016-02-01,128.6655556,38.1175,39.0,215.5,33.88,5.28,0.87,16.5,10.99,8.25,182.3,2.4,6.7,53.5,,62.4,0.87,6.5,13.2
속초연안4_연안,2016-05-01,128.6655556,38.1175,38.0,270.1,33.95,5.16,0.25,16.6,8.19,7.81,241.0,3.0,13.7,97.0,,114.0,0.52,14.1,29.6
속초연안4_연안,2016-08-01,128.6655556,38.1175,39.0,128.7,33.79,10.08,1.34,3.4,9.13,8.03,159.8,0.9,2.8,1.7,,18.6,0.73,15.9,15.7
속초연안4_연안,2016-11-01,128.6655556,38.1175,36.0,153.5,33.19,12.46,0.3,3.2,8.48,8.28,107.5,1.2,4.7,9.7,,21.3,0.65,10.4,10.1
속초연안H1_항만,2016-02-01,128.5977778,38.20888889,6.0,216.2,33.77,4.78,4.3,3.7,11.24,8.19,158.9,2.0,5.0,49.2,,62.9,0.9,11.7,15.4
속초연안H1_항만,2016-08-01,128.5977778,38.20888889,10.0,137.3,33.05,16.36,2.62,3.8,8.46,7.99,93.5,0.5,1.4,0.7,,16.1,1.04,14.9,9.5
속초연안H2_항만,2016-02-01,128.5883333,38.19722222,5.0,234.0,33.65,4.69,16.72,28.2,11.14,8.26,208.8,2.0,3.2,36.4,,53.4,1.0,15.0,13.6
속초연안H2_항만,2016-08-01,128.5883333,38.19722222,5.0,178.6,32.99,17.71,1.46,9.9,7.69,7.93,349.0,2.1,3.9,13.2,,48.4,1.29,33.1,12.8
시화호1_환경관리,2016-02-01,126.71194,37.29694,2.0,672.1,30.61,2.68,0.51,5.9,12.25,8.44,433.8,13.9,24.1,295.6,,395.0,1.02,85.6,29.0
시화호1_환경관리,2016-05-01,126.71194,37.29694,6.1,418.9,30.89,14.56,0.17,10.2,9.37,8.09,174.8,8.7,5.9,189.1,,239.6,1.28,41.8,28.7
시화호1_환경관리,2016-08-01,126.71194,37.29694,6.0,433.8,30.12,27.29,11.52,25.4,7.66,8.09,204.6,7.4,7.2,43.6,,103.3,1.87,52.3,62.5
시화호1_환경관리,2016-11-01,126.71194,37.29694,3.8,582.3,31.13,11.57,2.79,10.2,8.61,7.98,644.9,15.3,41.5,272.0,,325.2,1.66,38.0,63.7
시화호10_환경관리,2016-02-01,126.61528,37.30833,14.0,642.3,31.43,2.96,0.56,19.1,11.72,8.37,602.8,7.7,31.4,284.0,,384.4,1.0,92.7,41.9
시화호10_환경관리,2016-05-01,126.61528,37.30833,13.5,471.7,31.0,13.77,0.29,10.2,9.12,8.08,145.3,6.9,4.7,169.2,,233.0,1.23,56.9,39.2
시화호10_환경관리,2016-08-01,126.61528,37.30833,14.6,421.8,30.34,26.27,4.28,26.4,7.25,8.12,125.9,11.3,16.3,61.4,,157.3,0.98,84.6,54.1
시화호10_환경관리,2016-11-01,126.61528,37.30833,11.4,493.2,31.53,13.4,1.06,7.2,8.21,8.04,410.6,11.4,34.4,206.2,,269.0,0.85,51.4,51.6
시화호2_환경관리,2016-02-01,126.66722,37.30083,8.0,634.9,31.21,2.75,0.67,7.0,12.13,8.41,516.5,9.4,26.5,282.6,,357.2,1.1,65.3,35.9
시화호2_환경관리,2016-05-01,126.66722,37.30083,10.5,419.8,31.06,14.03,0.63,9.2,9.38,8.09,171.0,7.8,7.1,202.8,,229.9,1.2,19.3,31.1
시화호2_환경관리,2016-08-01,126.66722,37.30083,6.5,441.7,30.28,26.53,6.04,18.2,7.08,7.98,123.8,25.1,22.8,144.8,,229.4,1.5,59.5,54.8
시화호2_환경관리,2016-11-01,126.66722,37.30083,7.3,507.4,31.51,13.07,0.92,7.4,8.5,7.97,533.9,16.3,40.3,277.3,,302.8,1.16,9.2,47.8
시화호3_환경관리,2016-02-01,126.60306,37.29139,3.0,620.7,31.46,3.05,0.58,16.9,11.71,8.37,600.3,7.5,32.0,281.9,,368.4,0.99,79.0,37.9
시화호3_환경관리,2016-05-01,126.60306,37.29139,7.7,386.0,31.08,14.03,0.18,19.6,9.21,8.09,145.6,6.0,5.9,144.0,,191.2,1.28,41.2,25.0
시화호3_환경관리,2016-08-01,126.60306,37.29139,8.0,430.1,30.33,26.52,7.64,19.2,7.58,7.95,119.2,20.6,17.1,132.5,,208.7,1.39,55.7,56.9
시화호3_환경관리,2016-11-01,126.60306,37.29139,6.5,495.7,31.56,13.51,0.9,13.6,8.38,7.86,539.3,14.0,40.1,271.2,,348.0,1.13,62.8,48.5
시화호4_환경관리,2016-02-01,126.78139,37.2925,4.8,1232.3,28.54,2.83,0.56,7.6,9.7,8.43,586.2,34.1,31.6,477.0,,819.0,2.3,307.9,50.6
시화호4_환경관리,2016-05-01,126.78139,37.2925,3.7,741.7,28.66,17.6,0.38,47.4,6.75,7.94,622.5,27.5,27.0,228.2,,496.1,1.91,240.4,66.9
시화호4_환경관리,2016-08-01,126.78139,37.2925,3.7,529.7,28.92,30.03,12.36,31.0,5.77,8.04,172.6,5.1,21.0,16.5,,142.2,2.17,120.7,134.3
시화호4_환경관리,2016-11-01,126.78139,37.2925,1.2,1546.6,24.67,11.48,3.69,26.2,6.88,8.06,1500.7,37.8,81.9,887.7,,1163.0,5.71,237.4,239.6
시화호5_환경관리,2016-02-01,126.75611,37.29333,3.5,941.1,29.62,2.85,0.62,7.9,12.15,8.48,455.4,22.3,28.2,344.2,,547.2,1.62,180.7,44.2
시화호5_환경관리,2016-05-01,126.75611,37.29333,3.0,681.6,29.64,17.04,0.6,13.8,7.68,7.98,557.5,22.6,20.4,219.2,,410.2,2.12,168.4,81.1
시화호5_환경관리,2016-08-01,126.75611,37.29333,3.0,460.2,29.39,29.33,21.24,29.4,6.71,8.09,243.6,7.0,31.0,14.5,,78.7,2.35,57.1,113.0
시화호5_환경관리,2016-11-01,126.75611,37.29333,1.3,1598.4,24.49,11.43,2.52,19.5,7.23,7.97,1168.3,29.4,61.1,691.0,,962.3,4.07,241.9,240.7
시화호6_환경관리,2016-02-01,126.65667,37.31667,7.0,627.7,31.41,2.85,0.74,11.1,12.17,8.4,578.1,8.1,25.9,287.4,,382.4,0.85,86.9,38.8
시화호6_환경관리,2016-05-01,126.65667,37.31667,6.2,449.8,30.87,14.37,0.3,9.8,9.15,8.02,188.6,8.9,9.7,183.6,,250.5,1.28,57.9,33.7
시화호6_환경관리,2016-08-01,126.65667,37.31667,9.5,443.7,30.28,26.6,7.76,17.8,7.14,8.18,86.0,13.0,14.6,67.5,,162.1,1.54,81.7,60.5
시화호6_환경관리,2016-11-01,126.65667,37.31667,5.9,528.2,31.06,11.93,1.54,8.8,7.28,8.05,253.7,8.4,25.8,115.7,,162.9,1.38,38.9,58.3
시화호7_환경관리,2016-02-01,126.72028,37.30167,7.0,682.5,30.58,2.8,0.65,8.7,12.32,8.52,422.6,13.9,21.8,293.5,,387.6,1.24,80.2,39.0
시화호7_환경관리,2016-05-01,126.72028,37.30167,4.6,689.6,30.14,16.12,4.2,14.2,7.88,8.02,414.8,15.7,11.3,177.4,,310.1,2.37,117.0,136.4
시화호7_환경관리,2016-08-01,126.72028,37.30167,5.8,467.7,29.73,28.27,11.2,29.4,5.93,8.1,245.9,8.5,33.9,30.5,,142.7,2.18,103.7,92.5
시화호7_환경관리,2016-11-01,126.72028,37.30167,3.3,956.4,29.27,11.46,2.22,25.8,7.85,7.95,507.4,12.0,35.9,230.0,,400.3,2.42,158.3,109.5
시화호8_환경관리,2016-02-01,126.68306,37.31083,8.0,626.7,31.09,2.87,0.85,6.8,12.33,8.41,488.3,10.1,24.6,285.7,,368.6,0.9,72.7,38.9
시화호8_환경관리,2016-05-01,126.68306,37.31083,3.6,530.7,30.61,15.31,0.86,7.4,8.32,8.0,316.8,11.3,15.0,158.6,,260.6,1.52,90.7,48.4
시화호8_환경관리,2016-08-01,126.68306,37.31083,4.1,479.1,29.98,27.25,7.04,18.6,5.95,8.05,324.1,13.1,40.2,61.7,,219.3,1.92,144.4,79.1
시화호8_환경관리,2016-11-01,126.68306,37.31083,2.1,539.0,30.96,11.41,1.62,7.0,9.1,8.03,468.3,13.4,32.6,199.3,,265.8,1.49,53.1,59.8
시화호9_환경관리,2016-02-01,126.63167,37.28833,4.5,641.9,31.43,3.02,0.58,17.4,11.72,8.39,605.3,8.1,31.4,288.3,,398.9,1.0,102.5,41.4
시화호9_환경관리,2016-05-01,126.63167,37.28833,4.0,529.8,31.06,13.77,0.22,13.6,9.36,8.09,179.8,8.1,5.1,206.6,,272.9,2.26,58.3,51.6
시화호9_환경관리,2016-08-01,126.63167,37.28833,4.6,416.5,30.4,26.23,6.8,14.6,7.02,7.93,157.9,21.4,19.3,116.3,,202.2,1.34,64.6,52.7
시화호9_환경관리,2016-11-01,126.63167,37.28833,4.4,471.1,31.59,13.53,1.15,9.2,8.11,7.94,299.1,7.6,26.7,140.5,,194.4,0.93,46.3,50.0
신안연안1_연안,2016-02-01,126.2677778,34.80611111,30.0,516.8,31.62,5.88,2.91,26.4,10.12,8.09,478.2,3.2,15.7,217.6,,226.6,1.47,5.8,40.4
신안연안1_연안,2016-05-01,126.2677778,34.80611111,7.8,202.8,32.27,17.36,2.68,29.1,9.18,8.25,31.6,4.9,3.3,69.2,,81.1,1.19,7.0,19.7
신안연안1_연안,2016-08-01,126.2677778,34.80611111,5.5,202.2,31.71,26.74,4.7,7.5,7.31,8.09,246.7,9.3,5.1,31.4,,44.3,1.14,3.6,23.4
신안연안1_연안,2016-11-01,126.2677778,34.80611111,9.0,321.3,31.61,15.47,0.61,80.2,7.73,8.17,410.5,3.3,19.8,157.9,,165.5,1.03,4.3,60.9
신안연안2_연안,2016-02-01,126.2263889,34.71916667,8.0,1141.1,32.46,6.68,0.83,38.4,9.92,8.05,502.3,2.0,20.2,194.0,,204.9,1.24,8.9,51.5
신안연안2_연안,2016-05-01,126.2263889,34.71916667,30.0,221.2,32.82,16.85,2.29,46.3,8.25,8.17,163.4,6.9,6.1,96.8,,111.5,0.97,7.8,22.2
신안연안2_연안,2016-08-01,126.2263889,34.71916667,32.5,191.2,31.8,24.92,3.58,6.7,7.14,8.1,189.7,6.8,6.0,29.9,,40.4,0.69,3.7,18.6
신안연안2_연안,2016-11-01,126.2263889,34.71916667,32.0,288.0,31.79,15.37,0.47,54.7,7.72,8.15,381.8,2.9,18.8,148.6,,154.9,0.91,3.4,55.2
신항연안1_환경관리,2016-02-01,128.82333,35.07361,18.0,279.9,33.16,8.81,3.34,25.5,10.51,8.44,85.7,3.4,7.2,36.7,,67.8,0.39,27.6,26.5
신항연안1_환경관리,2016-05-01,128.82333,35.07361,18.0,297.7,32.83,15.59,0.34,30.8,7.28,8.14,322.5,13.4,7.4,70.5,,134.8,1.07,50.8,26.5
신항연안1_환경관리,2016-08-01,128.82333,35.07361,17.5,301.5,32.46,20.75,2.32,18.6,5.16,8.03,443.9,10.1,13.7,46.8,,116.2,0.95,59.3,42.5
신항연안1_환경관리,2016-11-01,128.82333,35.07361,18.0,295.8,32.06,18.37,0.54,27.1,6.75,8.05,550.6,28.4,21.8,124.8,,184.8,1.08,31.5,39.0
신항연안2_환경관리,2016-02-01,128.77833,35.06861,7.0,234.6,33.28,8.59,3.88,14.7,10.78,8.48,64.0,3.0,4.8,19.3,,32.9,0.79,10.6,19.6
신항연안2_환경관리,2016-05-01,128.77833,35.06861,7.0,260.6,32.92,15.76,1.05,13.0,7.52,8.16,287.6,12.6,5.7,61.5,,115.9,1.07,41.8,20.4
신항연안2_환경관리,2016-08-01,128.77833,35.06861,7.5,214.9,31.98,23.23,2.02,21.2,5.01,8.19,111.8,2.1,2.6,10.7,,18.3,0.71,5.4,26.1
신항연안2_환경관리,2016-11-01,128.77833,35.06861,6.5,293.4,32.05,18.23,0.84,14.9,6.83,8.06,543.1,26.1,21.7,119.5,,172.3,1.88,26.6,33.6
아산연안1_연안,2016-02-01,126.4125,37.20416667,13.0,569.6,31.85,3.25,1.08,9.8,11.46,8.12,618.3,2.8,30.6,257.1,,297.0,1.55,37.1,46.8
아산연안1_연안,2016-05-01,126.4125,37.20416667,18.5,377.2,31.63,12.29,2.4,19.3,8.74,8.07,211.3,7.2,10.0,187.0,,202.4,0.95,8.3,33.6
아산연안1_연안,2016-08-01,126.4125,37.20416667,18.0,367.5,31.18,22.98,1.18,11.9,6.67,7.92,236.7,20.2,15.9,94.2,,145.5,1.16,31.1,35.2
아산연안1_연안,2016-11-01,126.4125,37.20416667,18.0,361.4,31.86,17.08,0.46,23.8,7.42,8.02,491.2,4.1,33.0,184.2,,189.9,1.17,1.7,54.4
