station,date_time,longitude,latitude,depth(m),depth(text),전체수심(m),염분[psu],수온[℃],용존산소[ml/L],규산염[μM],아질산성질소[μM],인산염인[μM],질산성질소[μM],투명도[m]
102-07,2020-06-18 06:05:00,130.0,36.0767,500,,1390.0,34.0609,0.6468,5.6068,,,,,
102-07,2020-08-29 11:43:00,130.0,36.0767,0,,1390.0,32.5055,24.4364,6.6622,5.94467,0.016285,0.006285,1.13513,17.0
102-07,2020-08-29 11:43:00,130.0,36.0767,10,,1390.0,32.5122,23.7412,6.697,,,,,17.0
102-07,2020-08-29 11:43:00,130.0,36.0767,20,,1390.0,33.6046,16.8717,8.3698,10.2016,0.228583,0.293033,4.47872,17.0
102-07,2020-08-29 11:43:00,130.0,36.0767,30,,1390.0,34.1598,15.756,8.7845,,,,,17.0
102-07,2020-08-29 11:43:00,130.0,36.0767,50,,1390.0,34.3599,14.3669,9.6658,20.5103,0.14308,0.87858,14.3508,17.0
102-07,2020-08-29 11:43:00,130.0,36.0767,75,,1390.0,34.1595,8.5827,12.0202,,,,,17.0
102-07,2020-08-29 11:43:00,130.0,36.0767,100,,1390.0,34.0598,4.1703,12.1579,26.194,0.036978,1.21003,21.4533,17.0
102-07,2020-08-29 11:43:00,130.0,36.0767,125,,1390.0,34.0247,2.4273,12.4196,,,,,17.0
102-07,2020-08-29 11:43:00,130.0,36.0767,150,,1390.0,34.0181,1.873,12.7916,,,,,17.0
102-07,2020-08-29 11:43:00,130.0,36.0767,200,,1390.0,34.0151,1.2371,13.4012,,,,,17.0
102-07,2020-08-29 11:43:00,130.0,36.0767,250,,1390.0,34.0239,0.9794,13.7167,,,,,17.0
102-07,2020-08-29 11:43:00,130.0,36.0767,300,,1390.0,34.0292,0.8616,13.2755,,,,,17.0
102-07,2020-08-29 11:43:00,130.0,36.0767,400,,1390.0,34.0422,0.7094,12.7536,,,,,17.0
102-07,2020-08-29 11:43:00,130.0,36.0767,500,,1390.0,34.0485,0.615,13.2178,,,,,17.0
102-07,2020-10-28 12:42:00,130.0,36.0767,0,,1390.0,32.5326,20.1767,5.2185,4.5717,0.052393,0.002117,1.10907,10.0
102-07,2020-10-28 12:42:00,130.0,36.0767,10,,1390.0,32.536,20.1609,5.1861,,,,,10.0
102-07,2020-10-28 12:42:00,130.0,36.0767,20,,1390.0,32.6602,20.3051,5.1909,4.3772,0.03124,0.002406,2.22579,10.0
102-07,2020-10-28 12:42:00,130.0,36.0767,30,,1390.0,33.5486,21.7872,4.9301,,,,,10.0
102-07,2020-10-28 12:42:00,130.0,36.0767,50,,1390.0,34.1435,15.8595,2.9835,19.7153,0.001661,0.901756,13.1841,10.0
102-07,2020-10-28 12:42:00,130.0,36.0767,75,,1390.0,34.449,15.2894,3.3867,,,,,10.0
102-07,2020-10-28 12:42:00,130.0,36.0767,100,,1390.0,34.0947,7.7411,4.5772,20.3122,0.044533,1.11107,14.4127,10.0
102-07,2020-10-28 12:42:00,130.0,36.0767,125,,1390.0,34.0762,3.9828,5.0494,,,,,10.0
102-07,2020-10-28 12:42:00,130.0,36.0767,150,,1390.0,34.0035,2.4401,5.8175,,,,,10.0
102-07,2020-10-28 12:42:00,130.0,36.0767,200,,1390.0,34.0314,1.4048,5.9848,,,,,10.0
102-07,2020-10-28 12:42:00,130.0,36.0767,250,,1390.0,34.0412,1.1237,5.8335,,,,,10.0
102-07,2020-10-28 12:42:00,130.0,36.0767,300,,1390.0,34.0476,0.9804,5.6507,,,,,10.0
102-07,2020-10-28 12:42:00,130.0,36.0767,400,,1390.0,34.056,0.8323,5.397,,,,,10.0
102-07,2020-10-28 12:42:00,130.0,36.0767,500,,1390.0,34.0659,0.7055,4.9475,,,,,10.0
102-07,2020-12-10 12:03:00,130.0,36.0767,0,,1390.0,34.3498,18.7784,4.6937,,,,,17.0
102-07,2020-12-10 12:03:00,130.0,36.0767,10,,1390.0,34.3513,18.7878,4.6855,,,,,17.0
102-07,2020-12-10 12:03:00,130.0,36.0767,20,,1390.0,34.3541,18.7853,4.7022,,,,,17.0
102-07,2020-12-10 12:03:00,130.0,36.0767,30,,1390.0,34.3672,18.6822,4.713,,,,,17.0
102-07,2020-12-10 12:03:00,130.0,36.0767,50,,1390.0,34.3631,18.3718,4.7251,,,,,17.0
102-07,2020-12-10 12:03:00,130.0,36.0767,75,,1390.0,34.0268,16.8681,4.6973,,,,,17.0
102-07,2020-12-10 12:03:00,130.0,36.0767,100,,1390.0,34.4535,16.469,3.3281,,,,,17.0
102-07,2020-12-10 12:03:00,130.0,36.0767,125,,1390.0,34.1494,6.0676,4.4572,,,,,17.0
102-07,2020-12-10 12:03:00,130.0,36.0767,150,,1390.0,34.0706,3.2335,5.1714,,,,,17.0
102-07,2020-12-10 12:03:00,130.0,36.0767,200,,1390.0,34.0366,1.3702,5.5851,,,,,17.0
102-07,2020-12-10 12:03:00,130.0,36.0767,250,,1390.0,34.0383,1.0233,5.6033,,,,,17.0
102-07,2020-12-10 12:03:00,130.0,36.0767,300,,1390.0,34.0442,0.9009,5.4591,,,,,17.0
102-07,2020-12-10 12:03:00,130.0,36.0767,400,,1390.0,34.0524,0.765,5.148,,,,,17.0
102-07,2020-12-10 12:03:00,130.0,36.0767,500,,1390.0,34.059,0.6588,4.8241,,,,,17.0
102-08,2020-02-21 10:13:00,130.3067,36.0767,0,,1530.0,34.2464,12.0403,7.0642,,,,,13.0
102-08,2020-02-21 10:13:00,130.3067,36.0767,10,,1530.0,34.2445,12.0363,7.047,,,,,13.0
102-08,2020-02-21 10:13:00,130.3067,36.0767,20,,1530.0,34.2445,12.0283,7.0527,,,,,13.0
102-08,2020-02-21 10:13:00,130.3067,36.0767,30,,1530.0,34.2447,12.0313,7.0388,,,,,13.0
102-08,2020-02-21 10:13:00,130.3067,36.0767,50,,1530.0,34.2443,12.0279,7.0205,,,,,13.0
102-08,2020-02-21 10:13:00,130.3067,36.0767,75,,1530.0,34.1668,10.89,6.7875,,,,,13.0
102-08,2020-02-21 10:13:00,130.3067,36.0767,100,,1530.0,34.1162,8.9037,6.9056,,,,,13.0
102-08,2020-02-21 10:13:00,130.3067,36.0767,125,,1530.0,34.17,6.4985,6.9012,,,,,13.0
102-08,2020-02-21 10:13:00,130.3067,36.0767,150,,1530.0,34.1072,4.4648,7.4173,,,,,13.0
102-08,2020-02-21 10:13:00,130.3067,36.0767,200,,1530.0,34.0424,1.92,8.0487,,,,,13.0
102-08,2020-02-21 10:13:00,130.3067,36.0767,250,,1530.0,34.0432,1.0823,7.774,,,,,13.0
102-08,2020-02-21 10:13:00,130.3067,36.0767,300,,1530.0,34.0487,0.8769,7.2367,,,,,13.0
102-08,2020-02-21 10:13:00,130.3067,36.0767,400,,1530.0,34.0578,0.7105,6.2691,,,,,13.0
102-08,2020-02-21 10:13:00,130.3067,36.0767,500,,1530.0,34.0634,0.5947,5.5061,,,,,13.0
102-08,2020-04-19 11:13:00,130.3067,36.0767,0,,1530.0,34.1815,11.6444,7.7303,,,,,11.0
102-08,2020-04-19 11:13:00,130.3067,36.0767,10,,1530.0,34.1825,11.5839,7.8107,,,,,11.0
102-08,2020-04-19 11:13:00,130.3067,36.0767,20,,1530.0,34.1825,11.5608,7.8026,,,,,11.0
102-08,2020-04-19 11:13:00,130.3067,36.0767,30,,1530.0,34.1829,11.5612,7.783,,,,,11.0
102-08,2020-04-19 11:13:00,130.3067,36.0767,50,,1530.0,34.2005,11.4736,7.6613,,,,,11.0
102-08,2020-04-19 11:13:00,130.3067,36.0767,75,,1530.0,34.2075,11.1015,7.3077,,,,,11.0
102-08,2020-04-19 11:13:00,130.3067,36.0767,100,,1530.0,34.2298,10.7779,7.3655,,,,,11.0
102-08,2020-04-19 11:13:00,130.3067,36.0767,125,,1530.0,34.1913,9.9319,7.2965,,,,,11.0
102-08,2020-04-19 11:13:00,130.3067,36.0767,150,,1530.0,34.1485,8.3483,7.5052,,,,,11.0
102-08,2020-04-19 11:13:00,130.3067,36.0767,200,,1530.0,34.0833,4.5587,7.7245,,,,,11.0
102-08,2020-04-19 11:13:00,130.3067,36.0767,250,,1530.0,34.0332,1.7611,8.0657,,,,,11.0
102-08,2020-04-19 11:13:00,130.3067,36.0767,300,,1530.0,34.0375,1.0904,7.9634,,,,,11.0
102-08,2020-04-19 11:13:00,130.3067,36.0767,400,,1530.0,34.0532,0.7811,6.5866,,,,,11.0
102-08,2020-04-19 11:13:00,130.3067,36.0767,500,,1530.0,34.0606,0.6502,5.7156,,,,,11.0
102-08,2020-06-18 04:25:00,130.3067,36.0767,0,,1530.0,34.1549,20.921,6.1338,,,,,
102-08,2020-06-18 04:25:00,130.3067,36.0767,10,,1530.0,34.2171,20.4966,6.2902,,,,,
102-08,2020-06-18 04:25:00,130.3067,36.0767,20,,1530.0,34.3851,16.0144,7.4314,,,,,
102-08,2020-06-18 04:25:00,130.3067,36.0767,30,,1530.0,34.3603,15.1548,7.6847,,,,,
102-08,2020-06-18 04:25:00,130.3067,36.0767,50,,1530.0,34.3811,14.0168,7.4997,,,,,
102-08,2020-06-18 04:25:00,130.3067,36.0767,75,,1530.0,34.2759,11.5743,7.4469,,,,,
102-08,2020-06-18 04:25:00,130.3067,36.0767,100,,1530.0,34.2352,11.0392,7.8164,,,,,
102-08,2020-06-18 04:25:00,130.3067,36.0767,125,,1530.0,34.2295,10.7302,7.7845,,,,,
102-08,2020-06-18 04:25:00,130.3067,36.0767,150,,1530.0,34.1843,9.2618,7.7821,,,,,
102-08,2020-06-18 04:25:00,130.3067,36.0767,200,,1530.0,34.0778,4.6359,8.2608,,,,,
102-08,2020-06-18 04:25:00,130.3067,36.0767,250,,1530.0,34.0378,1.6444,8.459,,,,,
102-08,2020-06-18 04:25:00,130.3067,36.0767,300,,1530.0,34.0295,1.0805,8.3376,,,,,
102-08,2020-06-18 04:25:00,130.3067,36.0767,400,,1530.0,34.0483,0.8483,6.6236,,,,,
102-08,2020-06-18 04:25:00,130.3067,36.0767,500,,1530.0,34.0586,0.6806,5.6939,,,,,
102-08,2020-08-29 10:02:00,130.3067,36.0767,0,,1530.0,32.1946,26.3831,6.1059,,,,,11.0
102-08,2020-08-29 10:02:00,130.3067,36.0767,10,,1530.0,32.726,21.8365,7.1875,,,,,11.0
102-08,2020-08-29 10:02:00,130.3067,36.0767,20,,1530.0,33.2652,19.7484,7.7586,,,,,11.0
102-08,2020-08-29 10:02:00,130.3067,36.0767,30,,1530.0,33.6852,17.9612,8.2813,,,,,11.0
102-08,2020-08-29 10:02:00,130.3067,36.0767,50,,1530.0,34.2057,16.5033,8.497,,,,,11.0
102-08,2020-08-29 10:02:00,130.3067,36.0767,75,,1530.0,34.5265,15.4474,8.9882,,,,,11.0
102-08,2020-08-29 10:02:00,130.3067,36.0767,100,,1530.0,34.2724,11.62,10.845,,,,,11.0
102-08,2020-08-29 10:02:00,130.3067,36.0767,125,,1530.0,34.0899,6.4109,11.0587,,,,,11.0
102-08,2020-08-29 10:02:00,130.3067,36.0767,150,,1530.0,34.0267,3.004,12.2772,,,,,11.0
102-08,2020-08-29 10:02:00,130.3067,36.0767,200,,1530.0,34.0136,1.6195,11.2536,,,,,11.0
102-08,2020-08-29 10:02:00,130.3067,36.0767,250,,1530.0,34.0197,1.1182,12.2632,,,,,11.0
102-08,2020-08-29 10:02:00,130.3067,36.0767,300,,1530.0,34.0314,0.8935,11.6174,,,,,11.0
102-08,2020-08-29 10:02:00,130.3067,36.0767,400,,1530.0,34.0436,0.7267,11.2327,,,,,11.0
102-08,2020-08-29 10:02:00,130.3067,36.0767,500,,1530.0,34.0496,0.6159,12.2265,,,,,11.0
102-08,2020-10-28 11:00:00,130.3067,36.0767,0,,1530.0,32.5664,20.0673,5.1477,,,,,9.0
102-08,2020-10-28 11:00:00,130.3067,36.0767,10,,1530.0,32.6473,20.1747,5.1133,,,,,9.0
102-08,2020-10-28 11:00:00,130.3067,36.0767,20,,1530.0,32.7854,20.4651,4.995,,,,,9.0
102-08,2020-10-28 11:00:00,130.3067,36.0767,30,,1530.0,33.5943,21.9546,4.7004,,,,,9.0
102-08,2020-10-28 11:00:00,130.3067,36.0767,50,,1530.0,33.7816,19.637,3.3776,,,,,9.0
102-08,2020-10-28 11:00:00,130.3067,36.0767,75,,1530.0,34.3782,15.8526,3.1678,,,,,9.0
102-08,2020-10-28 11:00:00,130.3067,36.0767,100,,1530.0,34.2787,10.5069,4.0445,,,,,9.0
102-08,2020-10-28 11:00:00,130.3067,36.0767,125,,1530.0,33.9937,4.2107,5.7449,,,,,9.0
102-08,2020-10-28 11:00:00,130.3067,36.0767,150,,1530.0,33.989,3.0621,5.8714,,,,,9.0
102-08,2020-10-28 11:00:00,130.3067,36.0767,200,,1530.0,34.0498,1.886,5.6177,,,,,9.0
102-08,2020-10-28 11:00:00,130.3067,36.0767,250,,1530.0,34.0404,1.1699,5.7102,,,,,9.0
102-08,2020-10-28 11:00:00,130.3067,36.0767,300,,1530.0,34.0459,0.9702,5.5353,,,,,9.0
102-08,2020-10-28 11:00:00,130.3067,36.0767,400,,1530.0,34.0608,0.7653,4.9562,,,,,9.0
102-08,2020-10-28 11:00:00,130.3067,36.0767,500,,1530.0,34.0704,0.6505,4.655,,,,,9.0
102-08,2020-12-10 10:17:00,130.3067,36.0767,0,,1530.0,34.2831,18.6965,4.7309,,,,,18.0
102-08,2020-12-10 10:17:00,130.3067,36.0767,10,,1530.0,34.2836,18.713,4.7137,,,,,18.0
102-08,2020-12-10 10:17:00,130.3067,36.0767,20,,1530.0,34.2844,18.7112,4.7239,,,,,18.0
102-08,2020-12-10 10:17:00,130.3067,36.0767,30,,1530.0,34.2939,18.6757,4.7215,,,,,18.0
102-08,2020-12-10 10:17:00,130.3067,36.0767,50,,1530.0,34.3123,18.5456,4.7048,,,,,18.0
102-08,2020-12-10 10:17:00,130.3067,36.0767,75,,1530.0,34.359,18.626,4.6258,,,,,18.0
102-08,2020-12-10 10:17:00,130.3067,36.0767,100,,1530.0,34.2512,17.9652,4.6054,,,,,18.0
102-08,2020-12-10 10:17:00,130.3067,36.0767,125,,1530.0,34.4896,16.1604,3.1936,,,,,18.0
102-08,2020-12-10 10:17:00,130.3067,36.0767,150,,1530.0,34.0629,4.7872,5.2094,,,,,18.0
102-08,2020-12-10 10:17:00,130.3067,36.0767,200,,1530.0,34.0324,1.97,5.4111,,,,,18.0
102-08,2020-12-10 10:17:00,130.3067,36.0767,250,,1530.0,34.0357,1.361,5.4774,,,,,18.0
102-08,2020-12-10 10:17:00,130.3067,36.0767,300,,1530.0,34.0398,1.0906,5.4697,,,,,18.0
102-08,2020-12-10 10:17:00,130.3067,36.0767,400,,1530.0,34.049,0.8508,5.2168,,,,,18.0
102-08,2020-12-10 10:17:00,130.3067,36.0767,500,,1530.0,34.0551,0.7476,4.9951,,,,,18.0
102-09,2020-02-21 08:38:00,130.615,36.0767,0,,1880.0,34.2554,11.9674,7.0957,6.98596,0.19181,0.239526,4.64858,12.0
102-09,2020-02-21 08:38:00,130.615,36.0767,10,,1880.0,34.255,11.9656,7.0977,,,,,12.0
102-09,2020-02-21 08:38:00,130.615,36.0767,20,,1880.0,34.249,11.935,7.0743,6.99626,0.195333,0.236767,4.65797,12.0
102-09,2020-02-21 08:38:00,130.615,36.0767,30,,1880.0,34.2456,11.9013,7.0279,,,,,12.0
102-09,2020-02-21 08:38:00,130.615,36.0767,50,,1880.0,34.2474,11.8979,7.0085,7.27189,0.238057,0.266607,4.84435,12.0
102-09,2020-02-21 08:38:00,130.615,36.0767,75,,1880.0,34.2129,11.4389,6.9265,,,,,12.0
102-09,2020-02-21 08:38:00,130.615,36.0767,100,,1880.0,34.1438,8.4273,6.8245,11.6026,0.005819,0.651148,10.7636,12.0
102-09,2020-02-21 08:38:00,130.615,36.0767,125,,1880.0,34.1321,6.1107,7.1223,,,,,12.0
102-09,2020-02-21 08:38:00,130.615,36.0767,150,,1880.0,34.0782,3.6922,7.6546,,,,,12.0
102-09,2020-02-21 08:38:00,130.615,36.0767,200,,1880.0,34.0284,1.6603,8.3179,,,,,12.0
102-09,2020-02-21 08:38:00,130.615,36.0767,250,,1880.0,34.0291,1.0329,8.3625,,,,,12.0
102-09,2020-02-21 08:38:00,130.615,36.0767,300,,1880.0,34.0402,0.9357,7.6438,,,,,12.0
102-09,2020-02-21 08:38:00,130.615,36.0767,400,,1880.0,34.0555,0.7564,6.2589,,,,,12.0
102-09,2020-02-21 08:38:00,130.615,36.0767,500,,1880.0,34.0633,0.6025,5.4996,,,,,12.0
102-09,2020-04-19 12:59:00,130.615,36.0767,0,,1880.0,34.2535,12.0118,7.5162,2.8776,0.115223,0.095211,1.74966,6.5
102-09,2020-04-19 12:59:00,130.615,36.0767,10,,1880.0,34.2558,11.9948,7.6502,,,,,6.5
102-09,2020-04-19 12:59:00,130.615,36.0767,20,,1880.0,34.2559,11.9194,7.6524,2.96757,0.138971,0.0989,2.29918,6.5
102-09,2020-04-19 12:59:00,130.615,36.0767,30,,1880.0,34.2572,11.9066,7.5846,,,,,6.5
102-09,2020-04-19 12:59:00,130.615,36.0767,50,,1880.0,34.2175,11.3442,7.2852,5.48952,0.223019,0.263829,5.93972,6.5
102-09,2020-04-19 12:59:00,130.615,36.0767,75,,1880.0,34.2064,10.991,7.1994,,,,,6.5
102-09,2020-04-19 12:59:00,130.615,36.0767,100,,1880.0,34.2053,10.3677,7.1757,8.54665,0.003267,0.423525,7.26762,6.5
102-09,2020-04-19 12:59:00,130.615,36.0767,125,,1880.0,34.1599,8.8882,7.2901,,,,,6.5
102-09,2020-04-19 12:59:00,130.615,36.0767,150,,1880.0,34.102,6.7608,7.485,,,,,6.5
102-09,2020-04-19 12:59:00,130.615,36.0767,200,,1880.0,34.0633,3.402,7.8645,,,,,6.5
102-09,2020-04-19 12:59:00,130.615,36.0767,250,,1880.0,34.0346,1.4335,8.0546,,,,,6.5
102-09,2020-04-19 12:59:00,130.615,36.0767,300,,1880.0,34.0371,1.0409,7.8267,,,,,6.5
102-09,2020-04-19 12:59:00,130.615,36.0767,400,,1880.0,34.055,0.7568,6.5472,,,,,6.5
102-09,2020-04-19 12:59:00,130.615,36.0767,500,,1880.0,34.0618,0.6378,5.7159,,,,,6.5
102-09,2020-06-18 02:54:00,130.615,36.0767,0,,1880.0,34.0695,21.0263,6.1313,3.37672,0.00105,0.042684,0.468889,
102-09,2020-06-18 02:54:00,130.615,36.0767,10,,1880.0,34.1012,20.6589,6.2096,,,,,
102-09,2020-06-18 02:54:00,130.615,36.0767,20,,1880.0,34.4088,17.2466,6.932,5.79541,0.13895,0.142689,1.33069,
102-09,2020-06-18 02:54:00,130.615,36.0767,30,,1880.0,34.4911,16.3632,6.5555,,,,,
102-09,2020-06-18 02:54:00,130.615,36.0767,50,,1880.0,34.4251,15.1963,5.9977,6.012,0.1296,0.204591,2.18272,
102-09,2020-06-18 02:54:00,130.615,36.0767,75,,1880.0,34.3565,12.225,6.8692,,,,,
102-09,2020-06-18 02:54:00,130.615,36.0767,100,,1880.0,34.2692,10.9115,7.5636,6.78987,0.00925,0.453965,6.62069,
102-09,2020-06-18 02:54:00,130.615,36.0767,125,,1880.0,34.1752,8.6697,7.7848,,,,,
102-09,2020-06-18 02:54:00,130.615,36.0767,150,,1880.0,34.0997,6.2602,8.0337,,,,,
102-09,2020-06-18 02:54:00,130.615,36.0767,200,,1880.0,34.0503,3.0855,8.64,,,,,
102-09,2020-06-18 02:54:00,130.615,36.0767,250,,1880.0,34.0336,1.4064,8.4328,,,,,
102-09,2020-06-18 02:54:00,130.615,36.0767,300,,1880.0,34.0338,0.9733,8.1227,,,,,
102-09,2020-06-18 02:54:00,130.615,36.0767,400,,1880.0,34.0523,0.7939,6.4636,,,,,
102-09,2020-06-18 02:54:00,130.615,36.0767,500,,1880.0,34.0598,0.6717,5.6532,,,,,
102-09,2020-08-29 08:13:00,130.615,36.0767,0,,1880.0,32.0405,28.0087,5.3553,5.23704,0.019575,0.002123,1.55597,15.0
102-09,2020-08-29 08:13:00,130.615,36.0767,10,,1880.0,32.0355,27.9099,5.4008,,,,,15.0
102-09,2020-08-29 08:13:00,130.615,36.0767,20,,1880.0,32.8582,24.1006,6.4936,4.06712,0.034873,0.002622,0.822142,15.0
102-09,2020-08-29 08:13:00,130.615,36.0767,30,,1880.0,33.6908,20.1268,7.6927,,,,,15.0
102-09,2020-08-29 08:13:00,130.615,36.0767,50,,1880.0,34.2528,18.3278,8.2619,8.03101,0.08977,0.33717,5.73797,15.0
102-09,2020-08-29 08:13:00,130.615,36.0767,75,,1880.0,34.3204,16.2703,8.6226,,,,,15.0
102-09,2020-08-29 08:13:00,130.615,36.0767,100,,1880.0,34.3339,14.4698,10.3963,13.7081,0.071168,0.565318,7.83485,15.0
102-09,2020-08-29 08:13:00,130.615,36.0767,125,,1880.0,34.2367,11.3294,12.1777,,,,,15.0
102-09,2020-08-29 08:13:00,130.615,36.0767,150,,1880.0,34.1438,9.0437,12.6137,,,,,15.0
102-09,2020-08-29 08:13:00,130.615,36.0767,200,,1880.0,34.0678,4.3371,11.838,,,,,15.0
102-09,2020-08-29 08:13:00,130.615,36.0767,250,,1880.0,34.0277,1.7339,12.1652,,,,,15.0
102-09,2020-08-29 08:13:00,130.615,36.0767,300,,1880.0,34.0247,1.0343,12.4275,,,,,15.0
102-09,2020-08-29 08:13:00,130.615,36.0767,400,,1880.0,34.0395,0.7749,13.5128,,,,,15.0
102-09,2020-08-29 08:13:00,130.615,36.0767,500,,1880.0,34.0473,0.6529,11.8768,,,,,15.0
102-09,2020-10-28 09:04:00,130.615,36.0767,0,,1880.0,32.771,20.3705,5.1329,3.18786,0.339279,0.023184,1.14342,10.0
102-09,2020-10-28 09:04:00,130.615,36.0767,10,,1880.0,33.0084,20.681,5.0682,,,,,10.0
102-09,2020-10-28 09:04:00,130.615,36.0767,20,,1880.0,33.1635,20.9367,4.9722,3.09252,0.358126,0.015698,1.36772,10.0
102-09,2020-10-28 09:04:00,130.615,36.0767,30,,1880.0,33.2424,21.0701,4.9209,,,,,10.0
102-09,2020-10-28 09:04:00,130.615,36.0767,50,,1880.0,33.3395,21.1367,4.777,3.50284,0.731772,0.103212,2.29477,10.0
102-09,2020-10-28 09:04:00,130.615,36.0767,75,,1880.0,34.151,17.0973,3.3155,,,,,10.0
102-09,2020-10-28 09:04:00,130.615,36.0767,100,,1880.0,34.4009,15.3457,3.2957,21.3659,0.002681,0.948426,14.7063,10.0
102-09,2020-10-28 09:04:00,130.615,36.0767,125,,1880.0,34.0322,5.3904,5.6187,,,,,10.0
102-09,2020-10-28 09:04:00,130.615,36.0767,150,,1880.0,33.991,3.5246,5.9293,,,,,10.0
102-09,2020-10-28 09:04:00,130.615,36.0767,200,,1880.0,34.0452,1.8267,5.4845,,,,,10.0
102-09,2020-10-28 09:04:00,130.615,36.0767,250,,1880.0,34.04,1.1211,5.555,,,,,10.0
102-09,2020-10-28 09:04:00,130.615,36.0767,300,,1880.0,34.0478,0.9347,5.5433,,,,,10.0
102-09,2020-10-28 09:04:00,130.615,36.0767,400,,1880.0,34.0625,0.7583,5.2084,,,,,10.0
102-09,2020-10-28 09:04:00,130.615,36.0767,500,,1880.0,34.0708,0.6447,4.6646,,,,,10.0
102-09,2020-12-10 08:37:00,130.615,36.0767,0,,1880.0,34.0354,18.2299,4.8392,,,,,
102-09,2020-12-10 08:37:00,130.615,36.0767,10,,1880.0,34.04,18.2393,4.8361,,,,,
102-09,2020-12-10 08:37:00,130.615,36.0767,20,,1880.0,34.1987,18.4751,4.7587,,,,,
102-09,2020-12-10 08:37:00,130.615,36.0767,30,,1880.0,34.3083,18.5372,4.7441,,,,,
102-09,2020-12-10 08:37:00,130.615,36.0767,50,,1880.0,34.3175,18.4775,4.7489,,,,,
102-09,2020-12-10 08:37:00,130.615,36.0767,75,,1880.0,34.3205,18.4669,4.7282,,,,,
102-09,2020-12-10 08:37:00,130.615,36.0767,100,,1880.0,34.3232,18.3835,4.6195,,,,,
102-09,2020-12-10 08:37:00,130.615,36.0767,125,,1880.0,34.3403,13.6179,3.3891,,,,,
102-09,2020-12-10 08:37:00,130.615,36.0767,150,,1880.0,34.0599,5.4092,5.2527,,,,,
102-09,2020-12-10 08:37:00,130.615,36.0767,200,,1880.0,34.0239,2.7371,5.3713,,,,,
102-09,2020-12-10 08:37:00,130.615,36.0767,250,,1880.0,34.035,1.6691,5.4585,,,,,
102-09,2020-12-10 08:37:00,130.615,36.0767,300,,1880.0,34.0349,1.1034,5.5496,,,,,
102-09,2020-12-10 08:37:00,130.615,36.0767,400,,1880.0,34.0489,0.8369,4.922,,,,,
102-09,2020-12-10 08:37:00,130.615,36.0767,500,,1880.0,34.0596,0.6938,4.6723,,,,,
102-10,2020-01-06 02:24:00,130.9183,36.0767,0,,1440.0,34.0108,13.6957,,,,,,
102-10,2020-01-06 02:24:00,130.9183,36.0767,10,,1440.0,34.0067,13.6821,,,,,,
102-10,2020-01-06 02:24:00,130.9183,36.0767,20,,1440.0,33.9874,13.5709,,,,,,
102-10,2020-01-06 02:24:00,130.9183,36.0767,30,,1440.0,33.9616,13.3942,,,,,,
102-10,2020-01-06 02:24:00,130.9183,36.0767,50,,1440.0,33.973,13.3367,,,,,,
102-10,2020-01-06 02:24:00,130.9183,36.0767,75,,1440.0,33.9774,12.5202,,,,,,
102-10,2020-01-06 02:24:00,130.9183,36.0767,100,,1440.0,33.9251,10.8108,,,,,,
102-10,2020-01-06 02:24:00,130.9183,36.0767,125,,1440.0,34.1948,9.9428,,,,,,
102-10,2020-01-06 02:24:00,130.9183,36.0767,150,,1440.0,34.162,5.9419,,,,,,
102-10,2020-01-06 02:24:00,130.9183,36.0767,200,,1440.0,34.0443,1.891,,,,,,
102-10,2020-01-06 02:24:00,130.9183,36.0767,250,,1440.0,34.04,1.1394,,,,,,
102-10,2020-01-06 02:24:00,130.9183,36.0767,300,,1440.0,34.0492,0.8617,,,,,,
102-10,2020-01-06 02:24:00,130.9183,36.0767,400,,1440.0,34.0584,0.7162,,,,,,
102-10,2020-01-06 02:24:00,130.9183,36.0767,500,,1440.0,34.0642,0.5979,,,,,,
102-10,2020-02-21 07:05:00,130.9183,36.0767,0,,1440.0,34.2227,11.8126,7.0673,,,,,
102-10,2020-02-21 07:05:00,130.9183,36.0767,10,,1440.0,34.2229,11.8124,7.0764,,,,,
102-10,2020-02-21 07:05:00,130.9183,36.0767,20,,1440.0,34.2219,11.8155,7.083,,,,,
102-10,2020-02-21 07:05:00,130.9183,36.0767,30,,1440.0,34.2215,11.7967,7.0844,,,,,
102-10,2020-02-21 07:05:00,130.9183,36.0767,50,,1440.0,34.2251,11.7922,7.0507,,,,,
102-10,2020-02-21 07:05:00,130.9183,36.0767,75,,1440.0,34.2152,11.6062,6.9354,,,,,
102-10,2020-02-21 07:05:00,130.9183,36.0767,100,,1440.0,34.1158,8.4586,6.8262,,,,,
102-10,2020-02-21 07:05:00,130.9183,36.0767,125,,1440.0,34.1372,6.0502,6.9324,,,,,
102-10,2020-02-21 07:05:00,130.9183,36.0767,150,,1440.0,34.07,3.1774,7.7974,,,,,
102-10,2020-02-21 07:05:00,130.9183,36.0767,200,,1440.0,34.0283,1.5905,8.408,,,,,
102-10,2020-02-21 07:05:00,130.9183,36.0767,250,,1440.0,34.039,1.0413,7.9242,,,,,
102-10,2020-02-21 07:05:00,130.9183,36.0767,300,,1440.0,34.0469,0.8657,7.3201,,,,,
102-10,2020-02-21 07:05:00,130.9183,36.0767,400,,1440.0,34.0585,0.722,6.1712,,,,,
102-10,2020-02-21 07:05:00,130.9183,36.0767,500,,1440.0,34.064,0.6094,5.4907,,,,,
102-10,2020-04-19 14:45:00,130.9183,36.0767,0,,1440.0,34.4759,13.9864,7.0265,,,,,10.0
